INPUT	ALLMB
Capanea_grandiflora	Kohleria_tigridia
Codonanthe_cordifolia	Codonanthe_cordifolia
Codonanthe_crassifolia	Codonanthopsis_crassifolia
Codonanthe_uleana	Codonanthopsis_uleana
Codonanthe_venosa	Codonanthe_venosa
Codonanthopsis_ulei	Codonanthopsis_ulei
Codonoboea_alba	
Codonoboea_atrosanguinea	
Codonoboea_bombycina	
Codonoboea_crinita	
Codonoboea_curtisii	
Codonoboea_densifolia	
Codonoboea_ericiflora	
Codonoboea_fasciata	
Codonoboea_flavobrunnea	
Codonoboea_gracilipes	
Codonoboea_hirsuta	
Codonoboea_kompsoboea	
Codonoboea_lanceolata	
Codonoboea_leucocodon	Codonoboea_leucocodon
Codonoboea_lilacina	
Codonoboea_longipes	
Codonoboea_pectinata	
Codonoboea_platypus	
Codonoboea_puncticulata	
Codonoboea_quinquevulnera	
Codonoboea_rugosa	
Codonoboea_serratifolia	
Columnea_angustata	Columnea_angustata
Columnea_dressleri	Columnea_dressleri
Columnea_gallicauda	Columnea_gallicauda
Columnea_glabra	Columnea_glabra
Columnea_hirta	Columnea_hirta
Columnea_linearis	Columnea_linearis
Columnea_maculata	Columnea_maculata
Columnea_suffruticosa	Columnea_suffruticosa
Cyrtandra_acutangula	Cyrtandra_acutangula
Cyrtandra_albertisii	Cyrtandra_albertisii
Cyrtandra_aloisiana	Cyrtandra_aloisiana
Cyrtandra_amicta	Cyrtandra_amicta
Cyrtandra_ammitophila	Cyrtandra_ammitophila
Cyrtandra_aneiteensis	Cyrtandra_aneiteensis
Cyrtandra_angustivenosa	Cyrtandra_angustivenosa
Cyrtandra_anthropophagorum	Cyrtandra_anthropophagorum
Cyrtandra_antuana	Cyrtandra_antuana
Cyrtandra_apiculata	Cyrtandra_apiculata
Cyrtandra_arfakensis	Cyrtandra_arfakensis
Cyrtandra_argentata	Cyrtandra_argentata
Cyrtandra_augusti	Cyrtandra_augustii
Cyrtandra_aundensis	Cyrtandra_aundensis
Cyrtandra_aurantiicarpa	Cyrtandra_aurantiicarpa
Cyrtandra_axillantha	Cyrtandra_axillantha
Cyrtandra_beamanii	Cyrtandra_beamanii
Cyrtandra_behrmanniana	Cyrtandra_behrmanniana
Cyrtandra_bidwillii	Cyrtandra_bidwillii
Cyrtandra_biflora	
Cyrtandra_biserrata	Cyrtandra_biserrata
Cyrtandra_bismarckensis	
Cyrtandra_bracheia	Cyrtandra_bracheia
Cyrtandra_brevifolia	
Cyrtandra_brownii	Cyrtandra_brownii
Cyrtandra_buergersiana	Cyrtandra_buergersiana
Cyrtandra_bullata	Cyrtandra_bullata
Cyrtandra_bullifolia	Cyrtandra_bullifolia
Cyrtandra_calciphila	Cyrtandra_calciphila
Cyrtandra_calpidicarpa	Cyrtandra_calpidicarpa
Cyrtandra_campanulata	Cyrtandra_campanulata
Cyrtandra_cephalophora	Cyrtandra_cephalophora
Cyrtandra_chalcodea	Cyrtandra_chalcodea
Cyrtandra_chamydocalyx	
Cyrtandra_chlorantha	Cyrtandra_chlorantha
Cyrtandra_chrysalabastrum	Cyrtandra_chrysalabastrum
Cyrtandra_ciliata	Cyrtandra_ciliata
Cyrtandra_coleoides	Cyrtandra_coleoides
Cyrtandra_cominsii	Cyrtandra_cominsii
Cyrtandra_comocarpa	Cyrtandra_comocarpa
Cyrtandra_compressa	Cyrtandra_compressa
Cyrtandra_confertiflora	Cyrtandra_confertiflora_var._obovata
Cyrtandra_connata	Cyrtandra_connata
Cyrtandra_consimilis	Cyrtandra_consimilis
Cyrtandra_cordifolia	Cyrtandra_cordifolia
Cyrtandra_crenata	Cyrtandra_crenata
Cyrtandra_cryptantha	Cyrtandra_cryptantha
Cyrtandra_cupulata	Cyrtandra_cupulata
Cyrtandra_cyaneoides	Cyrtandra_cyaneoides
Cyrtandra_cyathibracteata	Cyrtandra_cyathibracteata
Cyrtandra_cymosa	Cyrtandra_cymosa
Cyrtandra_denhamii	Cyrtandra_denhamii
Cyrtandra_dentata	Cyrtandra_dentata
Cyrtandra_detzneriana	Cyrtandra_detzneriana
Cyrtandra_dinocalyx	Cyrtandra_dinocalyx
Cyrtandra_diplotricha	Cyrtandra_diplotricha
Cyrtandra_dispar	Cyrtandra_dispar
Cyrtandra_disparoides	Cyrtandra_disparoides
Cyrtandra_disticha	Cyrtandra_disticha
Cyrtandra_efatensis	Cyrtandra_efatensis
Cyrtandra_elata	Cyrtandra_elata
Cyrtandra_elegans	Cyrtandra_elegans
Cyrtandra_elizabethae	Cyrtandra_elizabethae
Cyrtandra_erectiloba	Cyrtandra_erectiloba
Cyrtandra_eriophylla	Cyrtandra_eriophylla
Cyrtandra_esothrix	Cyrtandra_esothrix
Cyrtandra_exserta	Cyrtandra_exserta
Cyrtandra_falcifolia	Cyrtandra_falcifolia
Cyrtandra_feaniana	Cyrtandra_feaniana
Cyrtandra_filibracteata	Cyrtandra_filibracteata
Cyrtandra_filipes	Cyrtandra_filipes
Cyrtandra_flexiramea	Cyrtandra_flexiramea
Cyrtandra_funkii	Cyrtandra_funkii
Cyrtandra_fusco-vellea	Cyrtandra_fusco-vellea
Cyrtandra_futunae	Cyrtandra_futunae
Cyrtandra_garnotiana	
Cyrtandra_geminata	Cyrtandra_geminata
Cyrtandra_geminiflora	Cyrtandra_geminiflora
Cyrtandra_giffardii	Cyrtandra_giffardii
Cyrtandra_gjellerupii	Cyrtandra_gjellerupii
Cyrtandra_glabra	Cyrtandra_glabra
Cyrtandra_glabrata	
Cyrtandra_gorumensis	Cyrtandra_gorumensis
Cyrtandra_gracilis	Cyrtandra_gracilis
Cyrtandra_graeffei	Cyrtandra_graeffei
Cyrtandra_grandibracteata	Cyrtandra_grandibracteata
Cyrtandra_grandiflora	Cyrtandra_grandiflora
Cyrtandra_grayana	Cyrtandra_grayana
Cyrtandra_grayi	Cyrtandra_grayi
Cyrtandra_guerkeana	Cyrtandra_guerkeana
Cyrtandra_halawensis	Cyrtandra_halawensis
Cyrtandra_hansenii	Cyrtandra_hansenii
Cyrtandra_harveyi	Cyrtandra_harveyi
Cyrtandra_hashimotoi	Cyrtandra_hashimotoi
Cyrtandra_hawaiensis	Cyrtandra_hawaiensis
Cyrtandra_heieana	
Cyrtandra_hellwigii	Cyrtandra_hellwigii
Cyrtandra_hematos	Cyrtandra_hematos
Cyrtandra_heteronema	Cyrtandra_heteronema
Cyrtandra_hirta	Cyrtandra_hirta
Cyrtandra_hispidissima	Cyrtandra_hispidissima
Cyrtandra_homoplastica	Cyrtandra_homoplastica
Cyrtandra_hornei	Cyrtandra_hornei
Cyrtandra_hottae	Cyrtandra_hottae
Cyrtandra_hypochrysoides	Cyrtandra_hypochrysoides
Cyrtandra_inaequifolia	Cyrtandra_inaequifolia
Cyrtandra_induta	Cyrtandra_induta
Cyrtandra_involucrata	
Cyrtandra_jabiensis	Cyrtandra_jabiensis
Cyrtandra_janowskyi	Cyrtandra_janowskyi
Cyrtandra_jonesii	Cyrtandra_jonesii
Cyrtandra_jugalis	Cyrtandra_jugalis
Cyrtandra_kajeweskii	
Cyrtandra_kalihii	
Cyrtandra_kalyptantha	Cyrtandra_kalyptantha
Cyrtandra_kandavuensis	Cyrtandra_kandavuensis
Cyrtandra_kauaiensis	Cyrtandra_kauaiensis
Cyrtandra_kaulantha	Cyrtandra_kaulantha
Cyrtandra_kealiae	Cyrtandra_kealiae_subsp._urceolata
Cyrtandra_kealiae	Cyrtandra_kealiae_subsp._kealiae
Cyrtandra_kenivensis	Cyrtandra_kenivensis
Cyrtandra_kenwoodii	
Cyrtandra_kermesina	Cyrtandra_kermesina
Cyrtandra_kohalae	Cyrtandra_kohalae
Cyrtandra_kusaimontana	Cyrtandra_kusaimontana
Cyrtandra_labiosa	Cyrtandra_labiosa
Cyrtandra_lanceolifera	Cyrtandra_lanceolifera
Cyrtandra_laxiflora	Cyrtandra_laxiflora
Cyrtandra_lessoniana	Cyrtandra_lessoniana
Cyrtandra_lilianae	
Cyrtandra_limahuliensis	
Cyrtandra_lithophila	Cyrtandra_lithophila
Cyrtandra_longiflora	Cyrtandra_longiflora
Cyrtandra_longifolia	Cyrtandra_longifolia
Cyrtandra_longipedunculata	Cyrtandra_longipedunculata
Cyrtandra_lorentzii	Cyrtandra_lorentzii
Cyrtandra_lutescens	Cyrtandra_lutescens
Cyrtandra_lydgatei	Cyrtandra_lydgatei
Cyrtandra_lysiosepala	Cyrtandra_lysiosepala
Cyrtandra_macraei	Cyrtandra_macraei
Cyrtandra_macrocalyx	Cyrtandra_macrocalyx
Cyrtandra_magentiflora	Cyrtandra_magentiflora
Cyrtandra_mamolea	Cyrtandra_mamolea
Cyrtandra_mareensis	Cyrtandra_mareensis
Cyrtandra_melinocalyx	Cyrtandra_melinocalyx
Cyrtandra_menziesii	Cyrtandra_menziesii
Cyrtandra_minjemensis	Cyrtandra_minjemensis
Cyrtandra_montana	Cyrtandra_montana
Cyrtandra_mooreaensis	Cyrtandra_mooreaensis
Cyrtandra_mucronata	Cyrtandra_mucronata
Cyrtandra_multiseptata	Cyrtandra_multiseptata
Cyrtandra_munroi	Cyrtandra_munroi
Cyrtandra_muskarimba	Cyrtandra_muskarimba
Cyrtandra_nadeaudii	Cyrtandra_nadeaudii
Cyrtandra_natewaensis	Cyrtandra_natewaensis
Cyrtandra_neo-hybridensis	
Cyrtandra_nitens	Cyrtandra_nitens
Cyrtandra_nodulosa	Cyrtandra_nodulosa
Cyrtandra_nudiflora	Cyrtandra_nudiflora
Cyrtandra_nukuhivensis	Cyrtandra_nukuhivensis
Cyrtandra_obovata	Cyrtandra_obovata
Cyrtandra_occulta	Cyrtandra_occulta
Cyrtandra_oenobarba	Cyrtandra_oenobarba
Cyrtandra_olona	Cyrtandra_olona
Cyrtandra_ootensis	Cyrtandra_ootensis_var._ootensis
Cyrtandra_ootensis	Cyrtandra_ootensis_var._mollissima
Cyrtandra_oxybapha	Cyrtandra_oxybapha
Cyrtandra_palawensis	Cyrtandra_palawensis
Cyrtandra_paliku	Cyrtandra_paliku
Cyrtandra_paludosa	Cyrtandra_paludosa_var._microcarpa
Cyrtandra_paludosa	Cyrtandra_paludosa_var._paludosa
Cyrtandra_patula	Cyrtandra_patula
Cyrtandra_pedicellata	Cyrtandra_pedicellata
Cyrtandra_phaeotricha	Cyrtandra_phaeotricha
Cyrtandra_pickeringii	Cyrtandra_pickeringii
Cyrtandra_pilosa	Cyrtandra_pilosa
Cyrtandra_platyphylla	Cyrtandra_platyphylla
Cyrtandra_pogonantha	Cyrtandra_pogonantha
Cyrtandra_poiensis	Cyrtandra_poiensis
Cyrtandra_polyantha	Cyrtandra_polyantha
Cyrtandra_prattii	Cyrtandra_prattii
Cyrtandra_pritchardii	Cyrtandra_pritchardii
Cyrtandra_procera	Cyrtandra_procera
Cyrtandra_propinqua	Cyrtandra_propinqua
Cyrtandra_pruinosa	Cyrtandra_pruinosa
Cyrtandra_pulchella	Cyrtandra_pulchella
Cyrtandra_pulgarensis	Cyrtandra_pulgarensis
Cyrtandra_pulleana	Cyrtandra_pulleana
Cyrtandra_purpurifolia	Cyrtandra_purpurifolia
Cyrtandra_quercifolia	Cyrtandra_quercifolia
Cyrtandra_raiateensis	Cyrtandra_raiateensis
Cyrtandra_rarotongensis	Cyrtandra_rarotongensis
Cyrtandra_reticulata	Cyrtandra_reticulata
Cyrtandra_revoluta	Cyrtandra_revoluta
Cyrtandra_rhabdothamnos	Cyrtandra_rhabdothamnos
Cyrtandra_rhizantha	Cyrtandra_rhizantha
Cyrtandra_richii	Cyrtandra_richii
Cyrtandra_rivularis	Cyrtandra_rivularis
Cyrtandra_rotumaensis	Cyrtandra_rotumaensis
Cyrtandra_sagetorum	Cyrtandra_sagetorum
Cyrtandra_samoensis	Cyrtandra_samoensis
Cyrtandra_sandwicensis	Cyrtandra_sandwicensis
Cyrtandra_sanienis	
Cyrtandra_schizocalyx	Cyrtandra_schizocalyx
Cyrtandra_schultzei	Cyrtandra_schultzei
Cyrtandra_schumanniana	Cyrtandra_schumanniana
Cyrtandra_sepikana	Cyrtandra_sepikana
Cyrtandra_sessilis	Cyrtandra_sessilis
Cyrtandra_spathacea	Cyrtandra_spathacea
Cyrtandra_spathulata	Cyrtandra_spathulata
Cyrtandra_stolleana	Cyrtandra_stolleana
Cyrtandra_subulibracteata	
Cyrtandra_subumbullata	
Cyrtandra_suffruticosa	Cyrtandra_suffruticosa
Cyrtandra_tahuatensis	Cyrtandra_tahuatensis
Cyrtandra_taitensis	Cyrtandra_taitensis
Cyrtandra_taviunensis	Cyrtandra_taviunensis
Cyrtandra_tempestii	Cyrtandra_tempestii
Cyrtandra_terra-guilelmii	
Cyrtandra_thamnodes	Cyrtandra_thamnodes
Cyrtandra_thibaultii	Cyrtandra_thibaultii
Cyrtandra_tintinnabula	Cyrtandra_tintinnabula
Cyrtandra_todaiensis	Cyrtandra_todaiensis
Cyrtandra_tohiveaensis	Cyrtandra_tohiveaensis
Cyrtandra_tomentosa	Cyrtandra_tomentosa
Cyrtandra_toviana	Cyrtandra_toviana
Cyrtandra_treubiana	Cyrtandra_treubiana
Cyrtandra_trichophylla	Cyrtandra_trichophylla
Cyrtandra_uahukaensis	
Cyrtandra_uapouensis	
Cyrtandra_umbellifera	Cyrtandra_umbellifera
Cyrtandra_urvillei	Cyrtandra_urvillei
Cyrtandra_valviloba	Cyrtandra_valviloba
Cyrtandra_variae	
Cyrtandra_versteegii	Cyrtandra_versteegii
Cyrtandra_vescoi	Cyrtandra_vescoi
Cyrtandra_vesiculata	Cyrtandra_vesiculata
Cyrtandra_victoriae	Cyrtandra_victoriae
Cyrtandra_virescens	Cyrtandra_virescens
Cyrtandra_viridiflora	Cyrtandra_viridiflora
Cyrtandra_wagneri	Cyrtandra_wagneri
Cyrtandra_waianaeensis	Cyrtandra_waianaeensis
Cyrtandra_waiolani	Cyrtandra_waiolani
Cyrtandra_wariana	Cyrtandra_wariana
Cyrtandra_wawrae	Cyrtandra_wawrae
Cyrtandra_wichmanniana	Cyrtandra_wichmanniana
Cyrtandra_wilhelmensis	Cyrtandra_wilhelmensis
Cyrtandra_wollastonii	Cyrtandra_wollastonii
Cyrtandra_xanthantha	Cyrtandra_xanthantha
Cyrtandra_yaeyamae	Cyrtandra_yaeyamae
Didissandra_frutescens	Didissandra_frutescens
Didymocarpus_corchorifolius	Didymocarpus_corchorifolius
Didymocarpus_robustus	Didymocarpus_robustus
Didymocarpus_sulphureus	Didymocarpus_sulphureus
Drymonia_aciculata	Drymonia_aciculata
Drymonia_alloplectoides	Drymonia_alloplectoides
Drymonia_conchocalyx	Drymonia_conchocalyx
Drymonia_flavida	Drymonia_flavida
Drymonia_folsomii	Drymonia_folsomii
Drymonia_macrantha	Drymonia_macrantha
Drymonia_macrophylla	Drymonia_macrophylla
Drymonia_pilifera	Drymonia_pilifera
Drymonia_rubra	Drymonia_rubra
Drymonia_serrulata	Drymonia_serrulata
Drymonia_stenophylla	Drymonia_stenophylla
Gasteranthus_acropodus	Gasteranthus_acropodus
Gasteranthus_carinatus	Gasteranthus_carinatus
Gasteranthus_imbaburensis	Gasteranthus_imbaburensis
Gasteranthus_imbricans	Gasteranthus_imbricans
Gasteranthus_oncogastrus	
Gasteranthus_otongensis	Gasteranthus_otongensis
Gasteranthus_trifoliatus	Gasteranthus_trifoliatus
Gesneria_acaulis	Gesneria_acaulis
Gesneria_alpina	Gesneria_alpina
Gesneria_aspera	Gesneria_aspera
Gesneria_barahonensis	Gesneria_barahonensis
Gesneria_binghamii	Gesneria_binghamii
Gesneria_brevifolia	Gesneria_brevifolia
Gesneria_calycina	Gesneria_calycina
Gesneria_calycosa	Gesneria_calycosa
Gesneria_christii	Gesneria_christii
Gesneria_clandestina	Gesneria_clandestina
Gesneria_clarensis	Gesneria_clarensis
Gesneria_cubensis	Gesneria_cubensis
Gesneria_decapleura	Gesneria_decapleura
Gesneria_duchartreoides	Gesneria_duchartreoides
Gesneria_exserta	Gesneria_exserta
Gesneria_fruticosa	Gesneria_fruticosa
Gesneria_glandulosa	Gesneria_glandulosa
Gesneria_gloxinioides	Gesneria_gloxinioides
Gesneria_haitiensis	Gesneria_haitiensis
Gesneria_harrisii	Gesneria_harrisii
Gesneria_heterochroa	Gesneria_heterochroa
Gesneria_humilis	Gesneria_humilis
Gesneria_hybocarpa	Gesneria_hybocarpa
Gesneria_hypoclada	Gesneria_hypoclada
Gesneria_jamaicensis	Gesneria_jamaicensis
Gesneria_lanceolata	Gesneria_lanceolata
Gesneria_libanensis	Gesneria_libanensis
Gesneria_odonthophylla	
Gesneria_onychocalyx	Gesneria_onychocalyx
Gesneria_parvifolia	Gesneria_parvifolia
Gesneria_pedicellaris	Gesneria_pedicellaris
Gesneria_pedunculosa	Gesneria_pedunculosa
Gesneria_pulverulenta	Gesneria_pulverulenta
Gesneria_pumila	Gesneria_pumila
Gesneria_purpurascens	Gesneria_purpurascens
Gesneria_salicifolia	Gesneria_salicifolia
Gesneria_scabra	Gesneria_scabra
Gesneria_ventricosa	Gesneria_ventricosa
Gesneria_viridiflora	Gesneria_viridiflora
Gesneria_wrightii	Gesneria_wrightii
Glossoloma_anomalum	Glossoloma_anomalum
Glossoloma_bolivianum	Glossoloma_bolivianum
Glossoloma_martinianum	Glossoloma_martinianum
Glossoloma_pedunculatum	Glossoloma_pedunculatum
Glossoloma_penduliflorum	Glossoloma_penduliflorum
Glossoloma_pycnosuzygium	Glossoloma_pycnosuzygium
Glossoloma_scandens	Glossoloma_scandens
Glossoloma_schultzei	Glossoloma_schultzei
Glossoloma_serpens	Glossoloma_serpens
Glossoloma_subglabrum	Glossoloma_subglabrum
Henckelia_longisepala	Henckelia_longisepala
Leptoboea_glabra	
Leptoboea_multiflora	Leptoboea_multiflora
Leptoboea_pubescens	
Lysionotus_aeschynanthoides	Lysionotus_aeschynanthoides
Lysionotus_atropurpureus	Lysionotus_atropurpureus
Lysionotus_denticulosus	Lysionotus_denticulosus
Lysionotus_forrestii	Lysionotus_forrestii
Lysionotus_gamosepalus	Lysionotus_gamosepalus
Lysionotus_gracilis	Lysionotus_gracilis
Lysionotus_heterophyllus	Lysionotus_heterophyllus
Lysionotus_involucratus	Lysionotus_involucratus
Lysionotus_kwangsiensis	Lysionotus_kwangsiensis
Lysionotus_levipes	Lysionotus_levipes
Lysionotus_longipedicellatus	
Lysionotus_metuoensis	Lysionotus_metuoensis
Lysionotus_microphyllus	Lysionotus_microphyllus_var._microphyllus
Lysionotus_oblongifolius	Lysionotus_oblongifolius
Lysionotus_pauciflorus	Lysionotus_pauciflorus
Lysionotus_petelotii	Lysionotus_petelotii
Lysionotus_pubescens	Lysionotus_pubescens
Lysionotus_sangzhiensis	Lysionotus_sangzhiensis
Lysionotus_serratus	Lysionotus_serratus
Lysionotus_sessifolius	
Lysionotus_suphureus	
Lysionotus_wilsonii	Lysionotus_wilsonii
Moussonia_ampla	Moussonia_ampla
Moussonia_deppeana	Moussonia_deppeana
Moussonia_serrulata	Moussonia_serrulata
Paliavana_gracilis	Paliavana_gracilis
Paliavana_lasiantha	
Paliavana_plumerioides	Paliavana_plumerioides
Paliavana_prasinata	Paliavana_prasinata
Paliavana_racemosa	
Paliavana_schiffneri	Sinningia_schiffneri
Paliavana_sericiflora	Paliavana_sericiflora
Paliavana_tenuiflora	Paliavana_tenuiflora
Paliavana_wedermannii	
Paraboea_apiensis	Paraboea_apiensis
Paraboea_berouwensis	Paraboea_berouwensis
Paraboea_caerulescens	Paraboea_caerulescens
Paraboea_candidissima	Paraboea_candidissima
Paraboea_effusa	Paraboea_effusa
Paraboea_havilandii	Paraboea_havilandii
Paraboea_kalimantensis	
Paraboea_lanata	Paraboea_lanata
Paraboea_lancifolia	Paraboea_lancifolia
Paraboea_madaiensis	Paraboea_madaiensis
Paraboea_nervosissima	Paraboea_nervosissima
Paraboea_sabahensis	Paraboea_sabahensis
Paraboea_sinensis	Paraboea_sinensis
Paraboea_suffruticosa	Paraboea_suffruticosa
Paraboea_treubii	Paraboea_treubii
Paraboea_uniflora	Paraboea_uniflora
Pheidonocarpa_corymbosa	Pheidonocarpa_corymbosa
Raphiocarpus_clemensiae	Raphiocarpus_clemensiae
Raphiocarpus_sinicus	Raphiocarpus_sinicus
Rhabdothamnopsis_sinensis	Rhabdothamnopsis_sinensis
Rhynchotechum_alternifolium	Rhynchotechum_alternifolium
Rhynchotechum_angustifolium	Rhynchotechum_angustifolium
Rhynchotechum_brandisii	Rhynchotechum_brandisii
Rhynchotechum_brevipedunculatum	Rhynchotechum_brevipedunculatum
Rhynchotechum_calycinum	Rhynchotechum_calycinum
Rhynchotechum_copelandii	Rhynchotechum_copelandii
Rhynchotechum_discolor	Rhynchotechum_discolor
Rhynchotechum_elipticum	
Rhynchotechum_eximium	Rhynchotechum_eximium
Rhynchotechum_formosanum	Rhynchotechum_formosanum
Rhynchotechum_hispidum	Rhynchotechum_hispidum
Rhynchotechum_hoevellianum	
Rhynchotechum_obovatum	Rhynchotechum_obovatum
Rhynchotechum_parvilforum	
Rhynchotechum_permolle	Rhynchotechum_permolle
Rhynchotechum_polycarpum	Rhynchotechum_polycarpum
Rhynchotechum_vestitum	Rhynchotechum_vestitum
Rhytidophyllum_acunae	Rhytidophyllum_acunae
Rhytidophyllum_asperum	Rhytidophyllum_asperum
Rhytidophyllum_auriculatum	Rhytidophyllum_auriculatum
Rhytidophyllum_berteroanum	Rhytidophyllum_berteroanum
Rhytidophyllum_bicolor	Rhytidophyllum_bicolor
Rhytidophyllum_bullatum	
Rhytidophyllum_caribaeum	Rhytidophyllum_caribaeum
Rhytidophyllum_coccineum	Rhytidophyllum_coccineum
Rhytidophyllum_crenulatum	Rhytidophyllum_crenulatum
Rhytidophyllum_cumanense	
Rhytidophyllum_daisyanum	
Rhytidophyllum_earlei	
Rhytidophyllum_exsertum	Rhytidophyllum_exsertum
Rhytidophyllum_floribundum	
Rhytidophyllum_grande	Rhytidophyllum_grande
Rhytidophyllum_grandiflorum	Rhytidophyllum_grandiflorum
Rhytidophyllum_intermedium	
Rhytidophyllum_lanatum	Rhytidophyllum_lanatum
Rhytidophyllum_leucomallon	Rhytidophyllum_leucomallon
Rhytidophyllum_lomense	
Rhytidophyllum_minus	Rhytidophyllum_minus
Rhytidophyllum_petiolare	Rhytidophyllum_petiolare
Rhytidophyllum_plumerianum	
Rhytidophyllum_prasinatum	
Rhytidophyllum_rhodocalyx	Rhytidophyllum_rhodocalyx
Rhytidophyllum_rupincola	Rhytidophyllum_rupincola
Rhytidophyllum_stipulare	
Rhytidophyllum_tomentosum	Rhytidophyllum_tomentosum
Rhytidophyllum_verniculosum	
Rhytidophyllum_villulosum	
Rhytidophyllum_viscidum	
Rhytidophyllum_wrightianum	Rhytidophyllum_wrightianum
Shuaria_ecuadorica	
Solenophora_abietorum	Solenophora_abietorum
Solenophora_calycosa	Solenophora_calycosa
Solenophora_chiapasensis	Solenophora_chiapasensis
Solenophora_coccinea	Solenophora_coccinea
Solenophora_erubescens	Solenophora_erubescens
Solenophora_glomerata	Solenophora_glomerata
Solenophora_insignis	Solenophora_insignis
Solenophora_maculata	Solenophora_maculata
Solenophora_modesta	Solenophora_modesta
Solenophora_obscura	Solenophora_obscura
Solenophora_pirana	Solenophora_pirana
Solenophora_purpusii	
Solenophora_schleehaufii	Solenophora_schleehaufii
Solenophora_toucana	Solenophora_toucana
Solenophora_tuerckheimiana	Solenophora_tuerckheimiana
Solenophora_tuxtlensis	Solenophora_tuxtlensis
Streptocarpus_campanulatus	Streptocarpus_campanulatus
Streptocarpus_coursii	Streptocarpus_coursii
Streptocarpus_glabrifolius	Streptocarpus_glabrifolius
Streptocarpus_papangae	Streptocarpus_papangae
Streptocarpus_suffruticosus	
Streptocarpus_tsaratananensis	Streptocarpus_tsaratananensis
Vanhouttea_brueggeri	Vanhouttea_brueggeri
Vanhouttea_calcarata	Vanhouttea_calcarata
Vanhouttea_fruticulosa	Vanhouttea_fruticulosa
Vanhouttea_gardneri	Vanhouttea_gardneri
Vanhouttea_hilariana	Vanhouttea_hilariana
Vanhouttea_lanata	Vanhouttea_lanata
Vanhouttea_leonii	Vanhouttea_leonii
Vanhouttea_pendula	Vanhouttea_pendula
Coopernookia_barbata	Coopernookia_barbata
Coopernookia_chisholmii	Coopernookia_chisholmii
Coopernookia_georgei	Coopernookia_georgei
Coopernookia_polygalacea	Coopernookia_polygalacea
Coopernookia_scabridiuscula	Coopernookia_scabridiuscula
Coopernookia_strophiolata	Coopernookia_strophiolata
Dampiera_conospermoides	Dampiera_conospermoides
Goodenia_albiflora	Goodenia_albiflora
Goodenia_benthamiana	Goodenia_benthamiana
Goodenia_brunnea	Goodenia_brunnea
Goodenia_chambersii	Goodenia_chambersii
Goodenia_decurrens	Goodenia_decurrens
Goodenia_decursiva	Goodenia_decursiva
Goodenia_disperma	Goodenia_disperma
Goodenia_drummondii	Goodenia_drummondii
Goodenia_elderi	Goodenia_elderi
Goodenia_fasciculata	Goodenia_fasciculata
Goodenia_faucium	Goodenia_faucium
Goodenia_gloeophylla	Goodenia_gloeophylla
Goodenia_grandiflora	Goodenia_grandiflora
Goodenia_hassallii	Goodenia_hassallii
Goodenia_helmsii	Goodenia_helmsii
Goodenia_heterophylla	Goodenia_heterophylla
Goodenia_kingiana	Goodenia_kingiana
Goodenia_laevis	Goodenia_laevis
Goodenia_macmillanii	Goodenia_macmillanii
Goodenia_ovata	Goodenia_ovata
Goodenia_phillipsiae	Goodenia_phillipsiae
Goodenia_pinifolia	Goodenia_pinifolia
Goodenia_racemosa	Goodenia_racemosa_var._racemosa
Goodenia_rostrivalvis	Goodenia_rostrivalvis
Goodenia_saccata	Goodenia_saccata
Goodenia_scaevolina	Goodenia_scaevolina
Goodenia_stenophylla	Goodenia_stenophylla
Goodenia_stirlingii	Goodenia_stirlingii
Goodenia_stobbsiana	Goodenia_stobbsiana
Goodenia_suffrutescens	Goodenia_suffrutescens
Goodenia_varia	Goodenia_varia
Goodenia_verniculosa	
Goodenia_viridula	Goodenia_viridula
Lechenaultia_acutiloba	Lechenaultia_acutiloba
Lechenaultia_biloba	Lechenaultia_biloba
Lechenaultia_chlorantha	Lechenaultia_chlorantha
Lechenaultia_floribunda	Lechenaultia_floribunda
Lechenaultia_laricina	Lechenaultia_laricina
Lechenaultia_papillata	Lechenaultia_papillata
Lechenaultia_superba	Lechenaultia_superba
Scaevola_acacioides	Scaevola_acacioides
Scaevola_amblyanthera	Scaevola_amblyanthera_var._centralis
Scaevola_anchusifolia	Scaevola_anchusifolia
Scaevola_angulata	Scaevola_angulata
Scaevola_angustata	Scaevola_angustata
Scaevola_argentea	Scaevola_argentea
Scaevola_brookeana	Scaevola_brookeana
Scaevola_browniana	Scaevola_browniana_subsp._browniana
Scaevola_bursariifolia	Scaevola_bursariifolia
Scaevola_calendulacea	Scaevola_calendulacea
Scaevola_canescens	Scaevola_canescens
Scaevola_chamissoniana	Scaevola_chamissoniana
Scaevola_chrysopogon	Scaevola_chrysopogon
Scaevola_collaris	Scaevola_collaris
Scaevola_collina	Scaevola_collina
Scaevola_crassifolia	Scaevola_crassifolia
Scaevola_cuneiformis	Scaevola_cuneiformis
Scaevola_cunninghamii	Scaevola_cunninghamii
Scaevola_densifolia	Scaevola_densifolia
Scaevola_eneabba	Scaevola_eneabba
Scaevola_floribunda	Scaevola_floribunda
Scaevola_gaudichaudiana	Scaevola_gaudichaudiana
Scaevola_gaudichaudii	Scaevola_gaudichaudii
Scaevola_glabra	Scaevola_glabra
Scaevola_glabrata	Scaevola_glabrata
Scaevola_glandulifera	Scaevola_glandulifera
Scaevola_globosa	Scaevola_globosa
Scaevola_globulifera	Scaevola_globulifera
Scaevola_glutinosa	Scaevola_glutinosa
