try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
31621	Kadsura oblongifolia			climber						woody
31623	Kageneckia angustifolia	shrub								woody
31625	Kageneckia oblonga	tree								woody
31626	Kailarsenia suffruticosa	herb								non-woody
68881	Kalanchoe arborescens		succulent							
68882	Kalanchoe beauverdii		succulent							
31627	Kalanchoe beharensis		succulent							
68883	Kalanchoe bipartita		succulent							
31628	Kalanchoe blossfeldiana	shrub	succulent							woody
68884	Kalanchoe boranae		succulent							
31629	Kalanchoe brachyloba	herb	succulent							non-woody
31630	Kalanchoe bracteata		succulent							
68885	Kalanchoe calcicola		succulent							
68886	Kalanchoe citrina		succulent							
31631	Kalanchoe crenata	herb	succulent							non-woody
31632	Kalanchoe daigremontiana	herb	succulent							non-woody
31633	Kalanchoe densiflora		succulent							
31634	Kalanchoe dyeri	herb	succulent							non-woody
31635	Kalanchoe elizae	herb	succulent							non-woody
31636	Kalanchoe fernandesi	herb	succulent							non-woody
31637	Kalanchoe gastonis-bonnieri		succulent							
31638	Kalanchoe glaucescens		succulent							
31639	Kalanchoe grandidieri		succulent							
31640	Kalanchoe hametorum	herb	succulent							non-woody
68887	Kalanchoe hildebrandtii		succulent							
31641	Kalanchoe hirta	herb	succulent							non-woody
31642	Kalanchoe humilis	herb	succulent							non-woody
31643	Kalanchoe laciniata	herb	succulent							non-woody
31644	Kalanchoe lanceolata	herb	succulent							non-woody
31645	Kalanchoe lateritia	herb	succulent							non-woody
31646	Kalanchoe latisepala	herb/shrub	succulent							non-woody/woody
31647	Kalanchoe leblancae	herb	succulent							non-woody
31648	Kalanchoe linearifolia		succulent							
31649	Kalanchoe lobata	herb	succulent							non-woody
31650	Kalanchoe luciae	herb	succulent							non-woody
61265	Kalanchoe maculata		succulent							
31651	Kalanchoe mitejea		succulent							
68888	Kalanchoe neglecta		succulent							
31652	Kalanchoe orgyalis		succulent							
31653	Kalanchoe paniculata	herb	succulent							non-woody
31654	Kalanchoe petitiana	herb	succulent							non-woody
31655	Kalanchoe pinnata	herb	succulent							non-woody
31656	Kalanchoe prittwitzii		succulent							
68889	Kalanchoe rosei		succulent							
31657	Kalanchoe rotundifolia	herb	succulent							non-woody
31658	Kalanchoe sexangularis	herb	succulent							non-woody
68890	Kalanchoe sexargularis		succulent							
31660	Kalanchoe spathulata		succulent							
31661	Kalanchoe synsepala		succulent							
68891	Kalanchoe tetraphylla		succulent							
31662	Kalanchoe thyrsiflora	herb/shrub	succulent							non-woody/woody
68892	Kalanchoe tomentosa		succulent							
31663	Kalanchoe tubiflora		succulent							
31664	Kalanchoe velutina	herb	succulent							non-woody
31665	Kalanchoe wildii	herb	succulent							non-woody
31666	Kalappia celebica									woody
31667	Kalidium caspicum	shrub								woody
31668	Kalidium cuspidatum	shrub								woody
31669	Kalidium foliatum	shrub								woody
31670	Kalidium gracile	shrub								woody
31671	Kalimeris incisa	herb								non-woody
31672	Kalimeris integrifolia	herb								non-woody
31673	Kalimeris mongolica	herb								non-woody
31674	Kalimeris pinnatifida	herb								non-woody
31676	Kallstroemia grandiflora	herb								non-woody
31681	Kalmia angustifolia	shrub								woody
31682	Kalmia cuneata									woody
31683	Kalmia hirsuta									woody
31684	Kalmia latifolia	shrub/tree								woody
31685	Kalmia microphylla	shrub								woody
31686	Kalmia polifolia	shrub								woody
31688	Kalopanax pictus	tree								woody
31689	Kalopanax septemlobus	tree								woody
31691	Kampochloa brachyphylla	graminoid								non-woody
31692	Kandelia candel	tree								woody
31693	Kandelia rheedii	shrub/tree								woody
31695	Kaokochloa nigrirostris	graminoid								non-woody
31696	Karelinia caspia	herb								non-woody
61260	Karelinia caspica	herb								non-woody
31697	Karroochloa curva	graminoid								non-woody
31698	Karroochloa schismoides	graminoid								non-woody
31700	Karwinskia calderonii	shrub/tree								woody
31701	Karwinskia humboldtiana	shrub								woody
31703	Karwinskia mollis	shrub/tree								woody
31706	Kaunia saltensis	shrub/tree								woody
31707	Kayea assamica	tree								woody
31708	Kayea elegans	tree								woody
31709	Kayea floribunda	tree								woody
31710	Kayea grandis	tree								woody
31711	Kayea racemosa	shrub/tree								woody
31713	Kayea wrayi	shrub/tree								woody
31714	Keckiella antirrhinoides	shrub								woody
31715	Keckiella cordifolia	shrub								woody
31718	Keckiella ternata	shrub								woody
31720	Kedrostis foetidissima	herb								non-woody
31721	Kedrostis hirtella	herb								non-woody
31722	Kedrostis leloja	herb								non-woody
31723	Kedrostis limpompensis	herb								non-woody
31724	Keetia cornelia									woody
31725	Keetia foetida			climber						
31726	Keetia gueinzii	shrub		climber						woody
31728	Keetia multiflora									woody
31729	Keetia venosa	shrub		climber						woody
31730	Keetia zanzibarica	shrub/tree								woody
31731	Kelleria dieffenbachii	shrub								woody
31732	Kelloggia galioides	herb								non-woody
64586	Kemulariella caucasica	herb								non-woody
68899	Kengia squarrosa	graminoid								non-woody
31734	Kengyilia pamirica	graminoid								non-woody
31739	Kennedia rubicunda	herb		climber						non-woody
68901	Keraudrenia collina									woody
31741	Keraudrenia hermanniifolia									woody
31742	Keraudrenia integrifolia									woody
31743	Kernera saxatilis	herb								non-woody
31745	Kerria japonica	shrub								woody
31746	Kerriochloa siamensis	graminoid								non-woody
31747	Keteleeria calcarea	tree								woody
31748	Keteleeria davidiana	tree								woody
31749	Keteleeria esquirolii	tree								woody
31750	Keteleeria evelyniana	tree								woody
31751	Keteleeria fortunei	tree								woody
31752	Keteleeria hainanensis	tree								woody
31753	Keteleeria pubescens	tree								woody
31754	Keteleeria roulletii	tree								woody
31755	Keysseria radicans	herb								non-woody
31756	Khaya anthotheca	tree								woody
61271	Khaya grandiflora	tree								woody
31758	Khaya grandifoliola	shrub/tree								woody
31759	Khaya ivorensis	tree								woody
31760	Khaya nyasica	tree								woody
31761	Khaya senegalensis	tree								woody
31763	Kibara coriacea	tree								woody
31765	Kibatalia arborea	tree								woody
31767	Kibatalia maingayi	tree								woody
31769	Kickxia commutata									non-woody
31770	Kickxia elatine	herb								non-woody
31772	Kickxia spuria	herb								non-woody
31773	Kielmeyera coriacea	tree								woody
31774	Kielmeyera lathrophyton	tree								woody
31775	Kielmeyera marauensis	shrub/tree								woody
31776	Kielmeyera rubriflora	tree								woody
31778	Kielmeyera variabilis	shrub								woody
31779	Kigelia africana	tree								woody
31780	Kigelia pinnata	tree								woody
31781	Kiggelaria africana	tree								woody
31782	Kiggelaria dregeana									woody
31784	Kinabaluchloa nebulosa	graminoid								non-woody
61252	Kinabaluchloa ridleyi	graminoid								non-woody
31785	Kinabaluchloa wrayi	graminoid								non-woody
31786	Kingiodendron alternifolium									woody
31791	Kirkia acuminata	tree								woody
61267	Kirkia excelsa									woody
31792	Kirkia tenuifolia	tree								woody
31793	Kirkia wilmsii	tree								woody
31796	Kjellbergiodendron celebicum									woody
31797	Klaineanthus gaboniae	tree								woody
31798	Klainedoxa gabonensis	tree								woody
31799	Klainedoxa latifolia	tree								woody
31800	Klarobelia candida	tree								woody
31801	Klarobelia napoensis	tree								woody
31802	Klasea flavescens	herb								non-woody
31803	Kleinhovia hospita	tree								woody
31805	Kleinia neriifolia	shrub	succulent							woody
31808	Knautia ambigua	herb								non-woody
31809	Knautia arvensis	herb								non-woody
31810	Knautia carinthiaca	herb								non-woody
31811	Knautia dipsacifolia	herb								non-woody
31812	Knautia drymeia	herb								non-woody
31813	Knautia illyrica	herb								non-woody
31814	Knautia integrifolia	herb								non-woody
31815	Knautia intermedia	herb								non-woody
31816	Knautia kitaibelii	herb								non-woody
31817	Knautia longifolia	herb								non-woody
61248	Knautia maxima	herb								non-woody
31818	Knautia sambucifolia	herb								non-woody
31820	Knautia transalpina	herb								non-woody
61249	Knautia velutina	herb								non-woody
31821	Knema angustifolia	tree								woody
31822	Knema cinerea	tree								woody
31823	Knema conferta	tree								woody
31824	Knema corticosa	tree								woody
31825	Knema furfuracea	tree								woody
31826	Knema geminata	tree								woody
31827	Knema glauca	tree								woody
31828	Knema glomerata	tree								woody
31829	Knema hookeriana	tree								woody
31830	Knema intermedia	tree								woody
31831	Knema korthalsii	tree								woody
31832	Knema krusemaniana	tree								woody
31834	Knema latericia	tree								woody
31835	Knema latifolia	tree								woody
31836	Knema laurina	tree								woody
31837	Knema linifolia	tree								woody
31838	Knema lunduensis	tree								woody
31839	Knema malayana	tree								woody
31840	Knema mandaharan	tree								woody
31841	Knema missionis	tree								woody
31842	Knema oblongata	tree								woody
31843	Knema pallens	tree								woody
31844	Knema pubiflora	tree								woody
31845	Knema pulchra	tree								woody
31847	Knema stenophylla	tree								woody
31849	Knightia excelsa									woody
31850	Kniphofia benguellensis	herb								non-woody
31852	Kniphofia dubia	herb								non-woody
31853	Kniphofia grantii	herb								non-woody
31856	Kniphofia linearifolia	herb								non-woody
31857	Kniphofia mulanjeana	herb								non-woody
31858	Kniphofia princeae	herb								non-woody
31859	Kniphofia reynoldsii	herb								non-woody
31861	Kniphofia splendida	herb								non-woody
31862	Kniphofia uvaria	herb								non-woody
63208	Knorringia pamirica	herb								non-woody
31863	Knowltonia transvaalensis	herb								non-woody
68908	Knowltonia vesicatoria	herb								non-woody
31864	Knoxia stricta	herb								non-woody
31865	Koanophyllon wetmorei	shrub								woody
31866	Kobresia bellardii	graminoid								non-woody
31867	Kobresia capillifolia	graminoid								non-woody
31868	Kobresia capilliformis	graminoid								non-woody
31869	Kobresia humilis	graminoid								non-woody
31870	Kobresia kansuensis	graminoid								non-woody
31871	Kobresia littledalei	graminoid								non-woody
31872	Kobresia macrantha	graminoid								non-woody
31873	Kobresia myosuroides	graminoid								non-woody
61251	Kobresia parva	graminoid								non-woody
31874	Kobresia pusilla	graminoid								non-woody
31875	Kobresia pygmaea	graminoid								non-woody
31876	Kobresia robusta	graminoid								non-woody
31877	Kobresia royleana	graminoid								non-woody
31878	Kobresia simpliciuscula	graminoid								non-woody
31880	Kobresia tibetica	graminoid								non-woody
31881	Kobresia utriculata	graminoid								non-woody
31885	Kochia childsii	shrub								woody
31887	Kochia densiflora	herb								non-woody
31890	Kochia iranica	herb								non-woody
31891	Kochia krylovii	herb								non-woody
31893	Kochia melanoptera	herb								non-woody
31894	Kochia prostrata	herb/shrub								non-woody/woody
31896	Kochia scoparia	shrub								woody
31897	Kochia sieversiana	shrub								woody
31903	Koeleria altaica	graminoid								non-woody
31904	Koeleria arenaria	graminoid								non-woody
31905	Koeleria asiatica	graminoid								non-woody
31906	Koeleria askoldensis	graminoid								non-woody
31907	Koeleria besseri	graminoid								non-woody
31908	Koeleria biebersteinii	graminoid								non-woody
31909	Koeleria boliviensis	graminoid								non-woody
31910	Koeleria brevis	graminoid								non-woody
31911	Koeleria calderonii	graminoid								non-woody
31912	Koeleria capensis	graminoid								non-woody
31913	Koeleria caroli	graminoid								non-woody
31914	Koeleria caudata	graminoid								non-woody
31915	Koeleria cenisia	graminoid								non-woody
31916	Koeleria cheesemanii	graminoid								non-woody
31917	Koeleria crassipes	graminoid								non-woody
31918	Koeleria cristata	graminoid								non-woody
31919	Koeleria delavignei	graminoid								non-woody
31920	Koeleria embergeri	graminoid								non-woody
31921	Koeleria eriostachya	graminoid								non-woody
31922	Koeleria fueguina	graminoid								non-woody
31923	Koeleria glauca	graminoid								non-woody
31924	Koeleria glaucovirens	graminoid								non-woody
31925	Koeleria gracilis	graminoid								non-woody
68911	Koeleria grisebachii	graminoid								non-woody
31926	Koeleria heribaudii	graminoid								non-woody
31927	Koeleria hirsuta	graminoid								non-woody
31928	Koeleria inaequaliglumis	graminoid								non-woody
31929	Koeleria karavajevii	graminoid								non-woody
31930	Koeleria kurtzii	graminoid								non-woody
31931	Koeleria litvinowii	graminoid								non-woody
31932	Koeleria lobata	graminoid								non-woody
61256	Koeleria loweana	graminoid								non-woody
31933	Koeleria luerssenii	graminoid								non-woody
31934	Koeleria macrantha	graminoid								non-woody
31935	Koeleria mendocinensis	graminoid								non-woody
31936	Koeleria micrathera	graminoid								non-woody
31937	Koeleria nitidula	graminoid								non-woody
31938	Koeleria novozelandica	graminoid								non-woody
31939	Koeleria permollis	graminoid								non-woody
31940	Koeleria praeandina	graminoid								non-woody
31941	Koeleria pseudocristata	graminoid								non-woody
31942	Koeleria pyramidata	graminoid								non-woody
31943	Koeleria rhodopea	graminoid								non-woody
31944	Koeleria riguorum	graminoid								non-woody
31945	Koeleria skrjabinii	graminoid								non-woody
31946	Koeleria splendens	graminoid								non-woody
31947	Koeleria thonii	graminoid								non-woody
31948	Koeleria tzvelevii	graminoid								non-woody
31949	Koeleria vallesiana	graminoid								non-woody
31950	Koeleria ventanicola	graminoid								non-woody
31951	Koeleria vurilochensis	graminoid								non-woody
31952	Koelreuteria bipinnata									woody
31953	Koelreuteria formosana									woody
31955	Koelreuteria minor	tree								woody
31956	Koelreuteria paniculata	tree								woody
31958	Koenigia islandica	herb								non-woody
31959	Kohautia amatymbica	herb								non-woody
31960	Kohautia aspera	herb								non-woody
68914	Kohautia azurea	herb								non-woody
31961	Kohautia caespitosa	herb								non-woody
31962	Kohautia coccinea	herb								non-woody
31963	Kohautia confusa	herb								non-woody
31964	Kohautia cuspidata	herb								non-woody
31965	Kohautia cynanchica	herb/shrub								non-woody/woody
68915	Kohautia grandiflora	herb								non-woody
31966	Kohautia lasiocarpa	herb								non-woody
31967	Kohautia longifolia	herb								non-woody
31968	Kohautia microcala	herb								non-woody
31969	Kohautia microflora	herb								non-woody
31970	Kohautia ramosissima	herb/shrub								non-woody/woody
68916	Kohautia senegalensis	herb								non-woody
31971	Kohautia subverticillata	herb								non-woody
31972	Kohautia virgata	herb								non-woody
31973	Koilodepas brevipes	shrub/tree								woody
61278	Koilodepas hainanensis	shrub								woody
31974	Koilodepas laevigatum	tree								woody
61244	Koilodepas longifolium	tree								woody
31976	Kokoona littoralis	tree								woody
31977	Kokoona ochracea	tree								woody
31978	Kokoona ovato-lanceolata	tree								woody
31979	Kokoona reflexa	tree								woody
31981	Kolkwitzia amabilis	shrub								woody
61269	Konza prairie	graminoid								non-woody
31982	Koompassia excelsa									woody
31983	Koompassia malaccensis	tree								woody
31985	Koordersiodendron pinnatum	tree								woody
31986	Kopsia arborea	tree								woody
68918	Korolkowia sewerzowi	herb								non-woody
68919	Korthalsella complanata	shrub								woody
31988	Korthalsella emersa	shrub								woody
31992	Korthalsia echinometra	tree							palmoid	woody
68920	Korthalsia ferox									woody
68921	Korthalsia flagellaris									woody
68922	Korthalsia junghuhnii									woody
31993	Korthalsia laciniosa									woody
68923	Korthalsia rigida									woody
31994	Korthalsia rostrata									woody
31995	Korthalsia scaphigera	tree							palmoid	woody
31997	Kosteletzkya adoensis	herb/shrub		climber						non-woody/woody
31998	Kosteletzkya begoniifolia	herb/shrub								non-woody/woody
31999	Kosteletzkya buettneri	herb								non-woody
32001	Kosteletzkya virginica	tree							palmoid	woody
32002	Kostermansia malayana	tree								woody
32004	Kotschya aeschynomenoides	shrub								woody
32005	Kotschya africana	shrub								woody
32006	Kotschya bullockii	shrub/tree								woody
32007	Kotschya capitulifera	herb								non-woody
32008	Kotschya carsonii	shrub								woody
32009	Kotschya coalescens	herb/shrub								non-woody/woody
32010	Kotschya eurycalyx	herb/shrub								non-woody/woody
32011	Kotschya imbricata	shrub								woody
32012	Kotschya longiloba	herb/shrub								non-woody/woody
32013	Kotschya prittwitzii	shrub								woody
32014	Kotschya recurvifolia	shrub								woody
32015	Kotschya scaberrima	shrub								woody
32017	Kotschya speciosa	shrub								woody
32018	Kotschya strigosa	shrub								woody
32019	Kotschya strobilantha	shrub								woody
32020	Kotschya suberifera	tree								woody
32021	Kotschya thymodora	shrub								woody
32022	Kotschya uguenensis	shrub								woody
32023	Krameria cytisoides	shrub								woody
32024	Krameria erecta	shrub								woody
32026	Krameria parvifolia	shrub								woody
68927	Krapovickasia flavescens	herb								non-woody
32028	Krapovickasia urticifolia	herb								non-woody
32029	Krascheninnikovia ceratoides	shrub								woody
32030	Krascheninnikovia lanata	shrub								woody
32031	Krauseola mosambicina	herb								non-woody
32032	Kraussia floribunda	shrub								woody
32034	Krigia biflora	herb								non-woody
32036	Krigia virginica	herb								non-woody
32037	Krugiodendron ferreum	tree								woody
61304	Krukoviella obovata	tree								woody
32038	Kuhnia eupatorioides	herb								non-woody
32039	Kummerowia stipulacea	herb								non-woody
32040	Kummerowia striata	herb								non-woody
32041	Kundmannia sicula	herb								non-woody
72868	Kunzea acicularis	shrub								woody
32043	Kunzea ambigua	shrub								woody
32044	Kunzea baxteri									woody
32045	Kunzea bracteolata	shrub								woody
32046	Kunzea capitata	shrub								woody
68929	Kunzea ericifolia	shrub								woody
32047	Kunzea ericoides	shrub								woody
68930	Kunzea flavescens	shrub								woody
68931	Kunzea micrantha	shrub								woody
68932	Kunzea montana	shrub								woody
32048	Kunzea muelleri									woody
68933	Kunzea opposita	shrub								woody
32049	Kunzea parvifolia	shrub								woody
68934	Kunzea pauciflora	shrub								woody
68935	Kunzea pomifera	shrub								woody
32050	Kunzea pulchella	shrub								woody
32051	Kunzea rupestris									woody
68936	Kunzea similis	shrub								woody
32052	Kunzea sinclairii									woody
63215	Kutchubaea semisericea	tree								woody
32055	Kyllinga alba	graminoid								non-woody
32056	Kyllinga brevifolia	graminoid								non-woody
68937	Kyllinga erecta	graminoid								non-woody
32057	Kyllinga monocephala	graminoid								non-woody
32058	Kyllinga nemoralis	graminoid								non-woody
68938	Kyllinga nervosa	graminoid								non-woody
32059	Kyllinga odorata	graminoid								non-woody
32060	Kyllinga peruviana	graminoid								non-woody
32061	Kyllinga pumila	graminoid								non-woody
32062	Kyllinga sesquiflora	graminoid								non-woody
68939	Kyllinga squamulata	graminoid								non-woody
32064	Kyllinga triceps	graminoid								non-woody
68940	Kyllingiella microcephala	graminoid								non-woody
32065	Kyphocarpa angustifolia	herb								non-woody
32069	Labisia pumila	herb								non-woody
32070	Lablab purpureus	herb		climber						non-woody
32071	Labourdonnaisia calophylloides									woody
32072	Labramia ankaranaensis									woody
32073	Labramia louvelii									woody
32075	Laburnum anagyroides	tree								woody
32078	Laccodiscus pseudostipularis									woody
32079	Laccospadix australasica									woody
32080	Laccospadix australasicus	tree							palmoid	woody
32082	Laccosperma secundiflorum									woody
32085	Lachemilla verticillata	shrub								woody
68944	Lachenalia contaminata	herb								non-woody
68945	Lachenalia elegans	herb								non-woody
68946	Lachenalia giessii	herb								non-woody
72546	Lachenalia liliflora	herb								non-woody
68947	Lachenalia lutea	herb								non-woody
68948	Lachenalia orchioides	herb								non-woody
68949	Lachenalia orthopetala	herb								non-woody
68950	Lachenalia pallida	herb								non-woody
68951	Lachenalia polyphylla	herb								non-woody
32086	Lachenalia pustulata	herb								non-woody
68952	Lachenalia reflexa	herb								non-woody
68953	Lachenalia splendida	herb								non-woody
68954	Lachenalia unifolia	herb								non-woody
68955	Lachenalia violacea	herb								non-woody
68956	Lachnagrostis aemula	graminoid								non-woody
68957	Lachnagrostis billardierei	graminoid								non-woody
32088	Lachnagrostis elata	graminoid								non-woody
68958	Lachnagrostis filiformis	graminoid								non-woody
32089	Lachnagrostis glabra	graminoid								non-woody
68959	Lachnagrostis limitanea	graminoid								non-woody
32090	Lachnagrostis littoralis	graminoid								non-woody
68960	Lachnagrostis robusta	graminoid								non-woody
32091	Lachnagrostis tenuis	graminoid								non-woody
64587	Lachnanthes caroliana	herb								non-woody
68961	Lachnocaulon anceps	herb								non-woody
32092	Lacistema aggregatum	tree								woody
32093	Lacistema grandifolium	tree								woody
32094	Lacistema nena	tree								woody
32095	Lacistema pubescens	tree								woody
32096	Lacmellea aculeata	tree								woody
32097	Lacmellea arborescens	tree								woody
32099	Lacmellea floribunda	tree								woody
32100	Lacmellea lactescens	tree								woody
32101	Lacmellea panamensis	tree								woody
32102	Lacmellea peruviana	tree								woody
32104	Lacmellea utilis	tree								woody
32106	Lactuca attenuata	herb								non-woody
32107	Lactuca biennis	herb								non-woody
32108	Lactuca calophylla	herb								non-woody
32109	Lactuca canadensis	herb								non-woody
32110	Lactuca cretica	herb								non-woody
32111	Lactuca glandulifera	herb								non-woody
32112	Lactuca homblei	herb								non-woody
32113	Lactuca imbricata	herb								non-woody
32114	Lactuca indica	herb								non-woody
32115	Lactuca inermis	herb								non-woody
32116	Lactuca lasiorhiza	herb								non-woody
32118	Lactuca longespicata	herb								non-woody
32119	Lactuca ludoviciana	herb								non-woody
32120	Lactuca muralis	herb								non-woody
32121	Lactuca mwinilungensis	herb								non-woody
32122	Lactuca paradoxa	herb								non-woody
32123	Lactuca perennis	herb								non-woody
32124	Lactuca praecox	herb								non-woody
32126	Lactuca quercina	herb								non-woody
32127	Lactuca saligna	herb								non-woody
32128	Lactuca sativa	herb						crop		non-woody
32129	Lactuca scariola	herb								non-woody
32130	Lactuca schulzeana	herb								non-woody
32131	Lactuca schweinfurthii	herb								non-woody
32132	Lactuca serriola	herb								non-woody
32133	Lactuca setosa	herb								non-woody
32135	Lactuca spicata	herb								non-woody
32136	Lactuca tatarica	herb								non-woody
32137	Lactuca villosa	herb								non-woody
32138	Lactuca viminea	herb								non-woody
32139	Lactuca virosa	herb								non-woody
32140	Lactuca zambeziaca	herb								non-woody
32141	Lacunaria coriacea	tree								woody
32142	Lacunaria crenata	tree								woody
32143	Lacunaria panamensis	tree								woody
61279	Ladenbergia latifolia									woody
32145	Ladenbergia pavonii									woody
32147	Laelia purpurata	herb								non-woody
64588	Laennecia schiedeana	herb								non-woody
32149	Laennecia sophiifolia	herb								non-woody
32150	Laetia apetala									woody
32151	Laetia corymbulosa	tree								woody
63222	Laetia cupulata									woody
32152	Laetia procera	tree								woody
32154	Laetia suaveolens									woody
32155	Laetia thamnia	tree								woody
32156	Lafoensia acuminata	tree								woody
32157	Lafoensia glyptocarpa	tree								woody
32158	Lafoensia pacari	tree								woody
32159	Lafoensia punicaefolia	tree								woody
32160	Lafoensia punicifolia	tree								woody
32161	Lagarosiphon major									non-woody
32162	Lagarostrobos colensoi	tree								woody
32163	Lagarostrobos franklinii									woody
61283	Lagarostrobos laxifolius	shrub								woody
32166	Lagenaria breviflora	herb								non-woody
32167	Lagenaria leucantha	herb		climber						non-woody
32169	Lagenaria siceraria	herb								non-woody
32171	Lagenaria sphaerica	herb								non-woody
61293	Lagenifera petiolata	herb								non-woody
61285	Lagenifera strangulata	herb								non-woody
32174	Lagenophora petiolata	herb								non-woody
32175	Lagenophora stipitata	herb								non-woody
32176	Lagenophora strangulata	herb								non-woody
32177	Lagerstroemia angustifolia	tree								woody
32179	Lagerstroemia calyculata	tree								woody
32180	Lagerstroemia duperreana	tree								woody
32181	Lagerstroemia floribunda	tree								woody
32182	Lagerstroemia flos-reginae	tree								woody
32183	Lagerstroemia hypoleuca	tree								woody
32184	Lagerstroemia indica	tree								woody
32185	Lagerstroemia lanceolata	tree								woody
32186	Lagerstroemia loudoni	tree								woody
32187	Lagerstroemia macrocarpa	tree								woody
32188	Lagerstroemia microcarpa	tree								woody
32189	Lagerstroemia ovalifolia	tree								woody
32190	Lagerstroemia parviflora	tree								woody
32191	Lagerstroemia piriformis	tree								woody
32193	Lagerstroemia speciosa	tree								woody
32194	Lagerstroemia subcostata	tree								woody
32195	Lagerstroemia thorelii	shrub/tree								woody
32196	Lagerstroemia tomentosa	tree								woody
32197	Lagerstroemia villosa	tree								woody
32199	Laggera crispata	herb								non-woody
32201	Lagochilus ilicifolius	herb								non-woody
32202	Lagoecia cuminoides	herb								non-woody
32203	Lagophylla minor	herb								non-woody
32204	Lagophylla ramosissima	herb								non-woody
32205	Lagopsis flava	herb								non-woody
32206	Lagotis brachystachya	herb								non-woody
32207	Lagotis glauca	herb								non-woody
32208	Lagotis kunawurensis	herb								non-woody
32209	Lagrezia monosperma	shrub								woody
32211	Lagunaria patersonia	tree								woody
32212	Lagunaria patersonii	tree								woody
32213	Laguncularia racemosa	shrub/tree								woody
32214	Lagurus ovatus	graminoid								non-woody
32215	Lagynias dryadum	shrub/tree								woody
32216	Lagynias lasiantha	shrub/tree								woody
32217	Lagynias monteiroi	shrub								woody
32223	Lamarchea hakeifolia									woody
32224	Lamarckia aurea	graminoid								non-woody
32225	Lambertia formosa	shrub								woody
32226	Lambertia multiflora	shrub								woody
32227	Lamiastrum galeobdolon	herb								non-woody
32228	Lamiophlomis rotata	herb								non-woody
32229	Lamium album	herb								non-woody
32230	Lamium amplexicaule	herb								non-woody
32235	Lamium galeobdolon	herb								non-woody
32237	Lamium hybridum	herb								non-woody
32240	Lamium maculatum	herb								non-woody
32241	Lamium moluccellifolium	herb								non-woody
32244	Lamium orvala									non-woody
32245	Lamium purpureum	herb								non-woody
68976	Lampranthus amoenus	shrub	succulent							woody
32250	Lampranthus aureus	shrub	succulent							woody
68977	Lampranthus bicolor	shrub	succulent							woody
68978	Lampranthus curviflorus	shrub	succulent							woody
68979	Lampranthus dunensis	shrub	succulent							woody
32251	Lampranthus falciformis	shrub	succulent							woody
32252	Lampranthus globosus	shrub	succulent							woody
32253	Lampranthus godmaniae		succulent							
32254	Lampranthus haworthii	shrub	succulent							woody
32255	Lampranthus multiradiatus	herb/shrub	succulent							non-woody/woody
68980	Lampranthus otzenianus	shrub	succulent							woody
68981	Lampranthus profundus	shrub	succulent							woody
68982	Lampranthus reptans	shrub	succulent							woody
68983	Lampranthus sociorum	shrub	succulent							woody
68984	Lampranthus tegens	shrub	succulent							woody
68985	Lampranthus tenuifolius	shrub	succulent							woody
32257	Lampranthus watermeyeri		succulent							
32259	Lamprothyrsus hieronymi	graminoid								non-woody
32260	Lamprothyrsus peruvianus	graminoid								non-woody
32261	Lanaria lanata	herb								non-woody
32262	Landolphia buchananii	shrub/tree								woody
32263	Landolphia camptoloba	shrub		climber						woody
32264	Landolphia cuneifolia	shrub		climber						woody
32265	Landolphia eminiana	shrub		climber						woody
32267	Landolphia kirkii	shrub		climber						woody
32269	Landolphia owariensis			climber						
32270	Landolphia parvifolia	shrub/tree		climber						woody
32271	Landolphia rufescens			climber						
32274	Languas galanga	herb								non-woody
32275	Lankesteria glandulosa	herb								non-woody
32276	Lannea acida	tree								woody
32277	Lannea alata	shrub								woody
32278	Lannea antiscorbutica	shrub/tree								woody
32279	Lannea asymmetrica	shrub/tree								woody
32280	Lannea coromandelica	tree								woody
32281	Lannea discolor	tree								woody
32282	Lannea edulis	shrub								woody
32283	Lannea gossweileri	shrub								woody
32284	Lannea grandis	tree								woody
32285	Lannea humilis	shrub/tree								woody
32286	Lannea katangensis	shrub								woody
32287	Lannea microcarpa	tree								woody
68991	Lannea rivae									woody
32288	Lannea schimperi	tree								woody
32289	Lannea schweinfurthii	tree								woody
32291	Lannea stuhlmannii	shrub/tree								woody
32292	Lannea triphylla	tree								woody
32293	Lannea velutina	shrub/tree								woody
32294	Lannea virgata	shrub								woody
32295	Lannea welwitschii	tree								woody
32297	Lansium cinereum	shrub/tree								woody
32298	Lansium domesticum	tree								woody
32302	Lantana camara	shrub		climber						woody
32303	Lantana cujabensis	shrub								woody
32306	Lantana montevidensis	shrub		climber						woody
32309	Lantana trifolia	shrub								woody
32311	Lantana velutina	shrub								woody
68996	Lapeirousia anceps	herb								non-woody
32312	Lapeirousia bainesii	herb								non-woody
32313	Lapeirousia coerulea	herb								non-woody
32314	Lapeirousia erythrantha	herb								non-woody
68997	Lapeirousia fabricii	herb								non-woody
68998	Lapeirousia jacquinii	herb								non-woody
32315	Lapeirousia littoralis	herb								non-woody
32316	Lapeirousia masukuensis	herb								non-woody
32317	Lapeirousia odoratissima	herb								non-woody
68999	Lapeirousia plicata	herb								non-woody
32318	Lapeirousia rivularis	herb								non-woody
32319	Lapeirousia sandersonii	herb								non-woody
32320	Lapeirousia schimperi	herb								non-woody
32321	Lapeirousia setifolia	herb								non-woody
